year,round,date,quali_pos,points,statusId,position,dob,driver_nationality,constructor,constructor_nationality,GP_name,country,driver
2013,7,2013-06-09,11,0.0,12,10,1989-07-01,Australian,Toro Rosso,Italian,Circuit Gilles Villeneuve,Canada,Daniel Ricciardo
2012,7,2012-06-10,19,0.0,11,20,1990-04-25,French,Toro Rosso,Italian,Circuit Gilles Villeneuve,Canada,Jean-Éric Vergne
2013,7,2013-06-09,7,8.0,11,7,1990-04-25,French,Toro Rosso,Italian,Circuit Gilles Villeneuve,Canada,Jean-Éric Vergne
2014,7,2014-06-08,8,4.0,1,8,1990-04-25,French,Toro Rosso,Italian,Circuit Gilles Villeneuve,Canada,Jean-Éric Vergne
2014,7,2014-06-08,15,0.0,79,15,1994-04-26,Russian,Toro Rosso,Italian,Circuit Gilles Villeneuve,Canada,Daniil Kvyat
2016,7,2016-06-12,15,0.0,11,13,1994-04-26,Russian,Toro Rosso,Italian,Circuit Gilles Villeneuve,Canada,Daniil Kvyat
2017,7,2017-06-11,11,0.0,131,11,1994-04-26,Russian,Toro Rosso,Italian,Circuit Gilles Villeneuve,Canada,Daniil Kvyat
2019,7,2019-06-09,10,1.0,11,12,1994-04-26,Russian,Toro Rosso,Italian,Circuit Gilles Villeneuve,Canada,Daniil Kvyat
2015,7,2015-06-07,11,0.0,11,11,1994-09-01,Spanish,Toro Rosso,Italian,Circuit Gilles Villeneuve,Canada,Carlos Sainz
2016,7,2016-06-12,20,2.0,11,16,1994-09-01,Spanish,Toro Rosso,Italian,Circuit Gilles Villeneuve,Canada,Carlos Sainz
2017,7,2017-06-11,13,0.0,4,13,1994-09-01,Spanish,Toro Rosso,Italian,Circuit Gilles Villeneuve,Canada,Carlos Sainz
2015,7,2015-06-07,19,0.0,11,12,1997-09-30,Dutch,Toro Rosso,Italian,Circuit Gilles Villeneuve,Canada,Max Verstappen
2018,7,2018-06-10,16,0.0,11,16,1996-02-07,French,Toro Rosso,Italian,Circuit Gilles Villeneuve,Canada,Pierre Gasly
2018,7,2018-06-10,12,0.0,4,12,1989-11-10,New Zealander,Toro Rosso,Italian,Circuit Gilles Villeneuve,Canada,Brendon Hartley
2019,7,2019-06-09,13,0.0,130,14,1996-03-23,Thai,Toro Rosso,Italian,Circuit Gilles Villeneuve,Canada,Alexander Albon
2008,7,2008-06-08,16,0.0,6,17,1983-01-11,German,Force India,Indian,Circuit Gilles Villeneuve,Canada,Adrian Sutil
2010,8,2010-06-13,9,1.0,11,9,1983-01-11,German,Force India,Indian,Circuit Gilles Villeneuve,Canada,Adrian Sutil
2011,7,2011-06-12,14,0.0,3,14,1983-01-11,German,Force India,Indian,Circuit Gilles Villeneuve,Canada,Adrian Sutil
2013,7,2013-06-09,8,1.0,11,8,1983-01-11,German,Force India,Indian,Circuit Gilles Villeneuve,Canada,Adrian Sutil
2008,7,2008-06-08,17,0.0,20,18,1973-01-14,Italian,Force India,Indian,Circuit Gilles Villeneuve,Canada,Giancarlo Fisichella
2010,8,2010-06-13,5,2.0,11,6,1980-08-06,Italian,Force India,Indian,Circuit Gilles Villeneuve,Canada,Vitantonio Liuzzi
2012,7,2012-06-10,13,0.0,1,13,1987-08-19,German,Force India,Indian,Circuit Gilles Villeneuve,Canada,Nico Hülkenberg
2014,7,2014-06-08,11,10.0,1,11,1987-08-19,German,Force India,Indian,Circuit Gilles Villeneuve,Canada,Nico Hülkenberg
2015,7,2015-06-07,7,4.0,11,7,1987-08-19,German,Force India,Indian,Circuit Gilles Villeneuve,Canada,Nico Hülkenberg
2016,7,2016-06-12,9,4.0,11,9,1987-08-19,German,Force India,Indian,Circuit Gilles Villeneuve,Canada,Nico Hülkenberg
2011,7,2011-06-12,11,0.0,3,11,1986-04-16,British,Force India,Indian,Circuit Gilles Villeneuve,Canada,Paul di Resta
2012,7,2012-06-10,8,0.0,1,8,1986-04-16,British,Force India,Indian,Circuit Gilles Villeneuve,Canada,Paul di Resta
2013,7,2013-06-09,17,6.0,11,17,1986-04-16,British,Force India,Indian,Circuit Gilles Villeneuve,Canada,Paul di Resta
2014,7,2014-06-08,13,0.0,4,13,1990-01-26,Mexican,Force India,Indian,Circuit Gilles Villeneuve,Canada,Sergio Pérez
2015,7,2015-06-07,10,0.0,11,10,1990-01-26,Mexican,Force India,Indian,Circuit Gilles Villeneuve,Canada,Sergio Pérez
2016,7,2016-06-12,11,1.0,11,11,1990-01-26,Mexican,Force India,Indian,Circuit Gilles Villeneuve,Canada,Sergio Pérez
2017,7,2017-06-11,8,10.0,1,8,1990-01-26,Mexican,Force India,Indian,Circuit Gilles Villeneuve,Canada,Sergio Pérez
2018,7,2018-06-10,10,0.0,11,10,1990-01-26,Mexican,Force India,Indian,Circuit Gilles Villeneuve,Canada,Sergio Pérez
2017,7,2017-06-11,9,8.0,1,9,1996-09-17,French,Force India,Indian,Circuit Gilles Villeneuve,Canada,Esteban Ocon
2018,7,2018-06-10,8,2.0,11,8,1996-09-17,French,Force India,Indian,Circuit Gilles Villeneuve,Canada,Esteban Ocon
2007,6,2007-06-10,20,0.0,3,20,1983-01-11,German,Spyker,Dutch,Circuit Gilles Villeneuve,Canada,Adrian Sutil
2007,6,2007-06-10,21,0.0,33,21,1979-04-16,Dutch,Spyker,Dutch,Circuit Gilles Villeneuve,Canada,Christijan Albers
2014,7,2014-06-08,16,0.0,11,16,1983-01-11,German,Sauber,Swiss,Circuit Gilles Villeneuve,Canada,Adrian Sutil
2003,8,2003-06-15,12,0.0,5,12,1977-05-10,German,Sauber,Swiss,Circuit Gilles Villeneuve,Canada,Nick Heidfeld
2004,8,2004-06-13,11,5.0,11,11,1973-01-14,Italian,Sauber,Swiss,Circuit Gilles Villeneuve,Canada,Giancarlo Fisichella
2005,8,2005-06-12,11,5.0,1,11,1981-04-25,Brazilian,Sauber,Swiss,Circuit Gilles Villeneuve,Canada,Felipe Massa
2004,8,2004-06-13,17,0.0,3,19,1981-04-25,Brazilian,Sauber,Swiss,Circuit Gilles Villeneuve,Canada,Felipe Massa
2010,8,2010-06-13,18,0.0,3,18,1986-09-13,Japanese,Sauber,Swiss,Circuit Gilles Villeneuve,Canada,Kamui Kobayashi
2011,7,2011-06-12,13,6.0,1,13,1986-09-13,Japanese,Sauber,Swiss,Circuit Gilles Villeneuve,Canada,Kamui Kobayashi
2012,7,2012-06-10,11,2.0,1,11,1986-09-13,Japanese,Sauber,Swiss,Circuit Gilles Villeneuve,Canada,Kamui Kobayashi
2005,8,2005-06-12,8,0.0,11,8,1971-04-09,Canadian,Sauber,Swiss,Circuit Gilles Villeneuve,Canada,Jacques Villeneuve
2010,8,2010-06-13,17,0.0,5,17,1971-02-24,Spanish,Sauber,Swiss,Circuit Gilles Villeneuve,Canada,Pedro de la Rosa
2011,7,2011-06-12,17,0.0,1,17,1971-02-24,Spanish,Sauber,Swiss,Circuit Gilles Villeneuve,Canada,Pedro de la Rosa
2003,8,2003-06-15,10,0.0,40,10,1967-05-18,German,Sauber,Swiss,Circuit Gilles Villeneuve,Canada,Heinz-Harald Frentzen
1995,6,1995-06-11,12,0.0,5,12,1967-05-18,German,Sauber,Swiss,Circuit Gilles Villeneuve,Canada,Heinz-Harald Frentzen
1994,6,1994-06-12,10,0.0,20,10,1967-05-18,German,Sauber,Swiss,Circuit Gilles Villeneuve,Canada,Heinz-Harald Frentzen
1997,7,1997-06-15,13,2.0,1,13,1964-06-25,British,Sauber,Swiss,Circuit Gilles Villeneuve,Canada,Johnny Herbert
1997,7,1997-06-15,18,0.0,11,18,1968-01-13,Italian,Sauber,Swiss,Circuit Gilles Villeneuve,Canada,Gianni Morbidelli
1995,6,1995-06-11,18,0.0,20,18,1969-12-27,French,Sauber,Swiss,Circuit Gilles Villeneuve,Canada,Jean-Christophe Boullion
1994,6,1994-06-12,14,0.0,51,14,1959-05-31,Italian,Sauber,Swiss,Circuit Gilles Villeneuve,Canada,Andrea de Cesaris
2013,7,2013-06-09,9,0.0,4,11,1987-08-19,German,Sauber,Swiss,Circuit Gilles Villeneuve,Canada,Nico Hülkenberg
2012,7,2012-06-10,15,15.0,1,15,1990-01-26,Mexican,Sauber,Swiss,Circuit Gilles Villeneuve,Canada,Sergio Pérez
2013,7,2013-06-09,15,0.0,3,15,1991-08-05,Mexican,Sauber,Swiss,Circuit Gilles Villeneuve,Canada,Esteban Gutiérrez
2014,7,2014-06-08,22,0.0,132,22,1991-08-05,Mexican,Sauber,Swiss,Circuit Gilles Villeneuve,Canada,Esteban Gutiérrez
2015,7,2015-06-07,12,0.0,11,13,1990-09-02,Swedish,Sauber,Swiss,Circuit Gilles Villeneuve,Canada,Marcus Ericsson
2016,7,2016-06-12,21,0.0,12,19,1990-09-02,Swedish,Sauber,Swiss,Circuit Gilles Villeneuve,Canada,Marcus Ericsson
2017,7,2017-06-11,19,0.0,11,19,1990-09-02,Swedish,Sauber,Swiss,Circuit Gilles Villeneuve,Canada,Marcus Ericsson
2018,7,2018-06-10,19,0.0,12,19,1990-09-02,Swedish,Sauber,Swiss,Circuit Gilles Villeneuve,Canada,Marcus Ericsson
2015,7,2015-06-07,14,0.0,12,15,1992-08-21,Brazilian,Sauber,Swiss,Circuit Gilles Villeneuve,Canada,Felipe Nasr
2016,7,2016-06-12,18,0.0,12,20,1992-08-21,Brazilian,Sauber,Swiss,Circuit Gilles Villeneuve,Canada,Felipe Nasr
2017,7,2017-06-11,20,0.0,12,20,1994-10-18,German,Sauber,Swiss,Circuit Gilles Villeneuve,Canada,Pascal Wehrlein
2018,7,2018-06-10,13,1.0,11,13,1997-10-16,Monegasque,Sauber,Swiss,Circuit Gilles Villeneuve,Canada,Charles Leclerc
2008,7,2008-06-08,8,8.0,1,8,1977-05-10,German,BMW Sauber,German,Circuit Gilles Villeneuve,Canada,Nick Heidfeld
2007,6,2007-06-10,3,8.0,1,3,1977-05-10,German,BMW Sauber,German,Circuit Gilles Villeneuve,Canada,Nick Heidfeld
2006,9,2006-06-25,13,2.0,11,13,1977-05-10,German,BMW Sauber,German,Circuit Gilles Villeneuve,Canada,Nick Heidfeld
2008,7,2008-06-08,2,10.0,1,2,1984-12-07,Polish,BMW Sauber,German,Circuit Gilles Villeneuve,Canada,Robert Kubica
2007,6,2007-06-10,8,0.0,3,8,1984-12-07,Polish,BMW Sauber,German,Circuit Gilles Villeneuve,Canada,Robert Kubica
2006,9,2006-06-25,11,0.0,3,11,1971-04-09,Canadian,BMW Sauber,German,Circuit Gilles Villeneuve,Canada,Jacques Villeneuve
2008,7,2008-06-08,10,0.0,1,10,1976-08-27,Australian,Red Bull,Austrian,Circuit Gilles Villeneuve,Canada,Mark Webber
2007,6,2007-06-10,6,0.0,1,6,1976-08-27,Australian,Red Bull,Austrian,Circuit Gilles Villeneuve,Canada,Mark Webber
2010,8,2010-06-13,7,10.0,1,2,1976-08-27,Australian,Red Bull,Austrian,Circuit Gilles Villeneuve,Canada,Mark Webber
2011,7,2011-06-12,4,15.0,1,4,1976-08-27,Australian,Red Bull,Austrian,Circuit Gilles Villeneuve,Canada,Mark Webber
2012,7,2012-06-10,4,6.0,1,4,1976-08-27,Australian,Red Bull,Austrian,Circuit Gilles Villeneuve,Canada,Mark Webber
2013,7,2013-06-09,5,12.0,1,5,1976-08-27,Australian,Red Bull,Austrian,Circuit Gilles Villeneuve,Canada,Mark Webber
2010,8,2010-06-13,2,12.0,1,3,1987-07-03,German,Red Bull,Austrian,Circuit Gilles Villeneuve,Canada,Sebastian Vettel
2011,7,2011-06-12,1,18.0,1,1,1987-07-03,German,Red Bull,Austrian,Circuit Gilles Villeneuve,Canada,Sebastian Vettel
2012,7,2012-06-10,1,12.0,1,1,1987-07-03,German,Red Bull,Austrian,Circuit Gilles Villeneuve,Canada,Sebastian Vettel
2013,7,2013-06-09,1,25.0,1,1,1987-07-03,German,Red Bull,Austrian,Circuit Gilles Villeneuve,Canada,Sebastian Vettel
2014,7,2014-06-08,3,15.0,1,3,1987-07-03,German,Red Bull,Austrian,Circuit Gilles Villeneuve,Canada,Sebastian Vettel
2008,7,2008-06-08,13,6.0,1,13,1971-03-27,British,Red Bull,Austrian,Circuit Gilles Villeneuve,Canada,David Coulthard
2007,6,2007-06-10,14,0.0,6,14,1971-03-27,British,Red Bull,Austrian,Circuit Gilles Villeneuve,Canada,David Coulthard
2006,9,2006-06-25,22,1.0,11,16,1971-03-27,British,Red Bull,Austrian,Circuit Gilles Villeneuve,Canada,David Coulthard
2005,8,2005-06-12,12,2.0,11,12,1971-03-27,British,Red Bull,Austrian,Circuit Gilles Villeneuve,Canada,David Coulthard
2006,9,2006-06-25,12,0.0,11,12,1983-02-07,Austrian,Red Bull,Austrian,Circuit Gilles Villeneuve,Canada,Christian Klien
2005,8,2005-06-12,16,1.0,11,16,1983-02-07,Austrian,Red Bull,Austrian,Circuit Gilles Villeneuve,Canada,Christian Klien
2014,7,2014-06-08,6,25.0,1,6,1989-07-01,Australian,Red Bull,Austrian,Circuit Gilles Villeneuve,Canada,Daniel Ricciardo
2015,7,2015-06-07,9,0.0,11,9,1989-07-01,Australian,Red Bull,Austrian,Circuit Gilles Villeneuve,Canada,Daniel Ricciardo
2016,7,2016-06-12,4,6.0,1,4,1989-07-01,Australian,Red Bull,Austrian,Circuit Gilles Villeneuve,Canada,Daniel Ricciardo
2017,7,2017-06-11,6,15.0,1,6,1989-07-01,Australian,Red Bull,Austrian,Circuit Gilles Villeneuve,Canada,Daniel Ricciardo
2018,7,2018-06-10,6,12.0,1,6,1989-07-01,Australian,Red Bull,Austrian,Circuit Gilles Villeneuve,Canada,Daniel Ricciardo
2015,7,2015-06-07,8,2.0,11,8,1994-04-26,Russian,Red Bull,Austrian,Circuit Gilles Villeneuve,Canada,Daniil Kvyat
2016,7,2016-06-12,5,12.0,1,5,1997-09-30,Dutch,Red Bull,Austrian,Circuit Gilles Villeneuve,Canada,Max Verstappen
2017,7,2017-06-11,5,0.0,10,5,1997-09-30,Dutch,Red Bull,Austrian,Circuit Gilles Villeneuve,Canada,Max Verstappen
2018,7,2018-06-10,3,15.0,1,3,1997-09-30,Dutch,Red Bull,Austrian,Circuit Gilles Villeneuve,Canada,Max Verstappen
2019,7,2019-06-09,9,10.0,1,11,1997-09-30,Dutch,Red Bull,Austrian,Circuit Gilles Villeneuve,Canada,Max Verstappen
2019,7,2019-06-09,5,4.0,11,5,1996-02-07,French,Red Bull,Austrian,Circuit Gilles Villeneuve,Canada,Pierre Gasly
2004,8,2004-06-13,14,0.0,22,14,1976-08-27,Australian,Jaguar,British,Circuit Gilles Villeneuve,Canada,Mark Webber
2003,8,2003-06-15,6,2.0,11,6,1976-08-27,Australian,Jaguar,British,Circuit Gilles Villeneuve,Canada,Mark Webber
2004,8,2004-06-13,10,0.0,13,10,1983-02-07,Austrian,Jaguar,British,Circuit Gilles Villeneuve,Canada,Christian Klien
2003,8,2003-06-15,13,0.0,14,13,1980-09-11,Brazilian,Jaguar,British,Circuit Gilles Villeneuve,Canada,Antônio Pizzonia
2012,7,2012-06-10,12,4.0,1,12,1979-10-17,Finnish,Lotus F1,British,Circuit Gilles Villeneuve,Canada,Kimi Räikkönen
2013,7,2013-06-09,10,2.0,11,9,1979-10-17,Finnish,Lotus F1,British,Circuit Gilles Villeneuve,Canada,Kimi Räikkönen
2012,7,2012-06-10,7,18.0,1,7,1986-04-17,French,Lotus F1,British,Circuit Gilles Villeneuve,Canada,Romain Grosjean
2013,7,2013-06-09,22,0.0,11,19,1986-04-17,French,Lotus F1,British,Circuit Gilles Villeneuve,Canada,Romain Grosjean
2014,7,2014-06-08,14,0.0,65,14,1986-04-17,French,Lotus F1,British,Circuit Gilles Villeneuve,Canada,Romain Grosjean
2015,7,2015-06-07,5,1.0,11,5,1986-04-17,French,Lotus F1,British,Circuit Gilles Villeneuve,Canada,Romain Grosjean
2014,7,2014-06-08,17,0.0,131,17,1985-03-09,Venezuelan,Lotus F1,British,Circuit Gilles Villeneuve,Canada,Pastor Maldonado
2015,7,2015-06-07,6,6.0,1,6,1985-03-09,Venezuelan,Lotus F1,British,Circuit Gilles Villeneuve,Canada,Pastor Maldonado
2019,7,2019-06-09,16,0.0,11,17,1979-10-17,Finnish,Alfa Romeo,Swiss,Circuit Gilles Villeneuve,Canada,Kimi Räikkönen
2019,7,2019-06-09,12,0.0,11,13,1993-12-14,Italian,Alfa Romeo,Swiss,Circuit Gilles Villeneuve,Canada,Antonio Giovinazzi
2012,7,2012-06-10,17,0.0,11,18,1981-10-19,Finnish,Caterham,Malaysian,Circuit Gilles Villeneuve,Canada,Heikki Kovalainen
2014,7,2014-06-08,21,0.0,22,20,1986-09-13,Japanese,Caterham,Malaysian,Circuit Gilles Villeneuve,Canada,Kamui Kobayashi
2012,7,2012-06-10,18,0.0,11,19,1984-09-08,Russian,Caterham,Malaysian,Circuit Gilles Villeneuve,Canada,Vitaly Petrov
2013,7,2013-06-09,18,0.0,13,18,1990-02-15,French,Caterham,Malaysian,Circuit Gilles Villeneuve,Canada,Charles Pic
2013,7,2013-06-09,21,0.0,4,22,1985-04-25,Dutch,Caterham,Malaysian,Circuit Gilles Villeneuve,Canada,Giedo van der Garde
2014,7,2014-06-08,20,0.0,101,21,1990-09-02,Swedish,Caterham,Malaysian,Circuit Gilles Villeneuve,Canada,Marcus Ericsson
2016,7,2016-06-12,14,0.0,12,15,1986-04-17,French,Haas F1 Team,American,Circuit Gilles Villeneuve,Canada,Romain Grosjean
2017,7,2017-06-11,14,1.0,11,14,1986-04-17,French,Haas F1 Team,American,Circuit Gilles Villeneuve,Canada,Romain Grosjean
2018,7,2018-06-10,20,0.0,11,20,1986-04-17,French,Haas F1 Team,American,Circuit Gilles Villeneuve,Canada,Romain Grosjean
2019,7,2019-06-09,14,0.0,11,15,1986-04-17,French,Haas F1 Team,American,Circuit Gilles Villeneuve,Canada,Romain Grosjean
2016,7,2016-06-12,13,0.0,12,14,1991-08-05,Mexican,Haas F1 Team,American,Circuit Gilles Villeneuve,Canada,Esteban Gutiérrez
2017,7,2017-06-11,18,0.0,11,18,1992-10-05,Danish,Haas F1 Team,American,Circuit Gilles Villeneuve,Canada,Kevin Magnussen
2018,7,2018-06-10,11,0.0,11,11,1992-10-05,Danish,Haas F1 Team,American,Circuit Gilles Villeneuve,Canada,Kevin Magnussen
2019,7,2019-06-09,0,0.0,12,10,1992-10-05,Danish,Haas F1 Team,American,Circuit Gilles Villeneuve,Canada,Kevin Magnussen
1995,6,1995-06-11,24,0.0,6,24,1970-05-22,Brazilian,Forti,Italian,Circuit Gilles Villeneuve,Canada,Pedro Diniz
1995,6,1995-06-11,23,0.0,69,23,1959-02-11,Brazilian,Forti,Italian,Circuit Gilles Villeneuve,Canada,Roberto Moreno
2011,7,2011-06-12,20,0.0,11,21,1980-08-06,Italian,HRT,Spanish,Circuit Gilles Villeneuve,Canada,Vitantonio Liuzzi
2012,7,2012-06-10,20,0.0,23,21,1971-02-24,Spanish,HRT,Spanish,Circuit Gilles Villeneuve,Canada,Pedro de la Rosa
2011,7,2011-06-12,22,0.0,11,23,1977-01-14,Indian,HRT,Spanish,Circuit Gilles Villeneuve,Canada,Narain Karthikeyan
2012,7,2012-06-10,24,0.0,22,24,1977-01-14,Indian,HRT,Spanish,Circuit Gilles Villeneuve,Canada,Narain Karthikeyan
2010,8,2010-06-13,22,0.0,9,22,1983-10-15,Brazilian,HRT,Spanish,Circuit Gilles Villeneuve,Canada,Bruno Senna
2010,8,2010-06-13,24,0.0,14,24,1984-01-19,Indian,HRT,Spanish,Circuit Gilles Villeneuve,Canada,Karun Chandhok
2007,6,2007-06-10,11,3.0,1,11,1977-01-28,Japanese,Super Aguri,Japanese,Circuit Gilles Villeneuve,Canada,Takuma Sato
2006,9,2006-06-25,20,0.0,3,21,1977-01-28,Japanese,Super Aguri,Japanese,Circuit Gilles Villeneuve,Canada,Takuma Sato
2007,6,2007-06-10,17,0.0,1,17,1979-04-18,British,Super Aguri,Japanese,Circuit Gilles Villeneuve,Canada,Anthony Davidson
2006,9,2006-06-25,21,0.0,5,22,1978-01-05,French,Super Aguri,Japanese,Circuit Gilles Villeneuve,Canada,Franck Montagny
2006,9,2006-06-25,19,0.0,3,20,1979-04-16,Dutch,MF1,Russian,Circuit Gilles Villeneuve,Canada,Christijan Albers
2006,9,2006-06-25,18,0.0,14,19,1976-07-24,Portuguese,MF1,Russian,Circuit Gilles Villeneuve,Canada,Tiago Monteiro
1997,7,1997-06-15,16,0.0,11,16,1970-05-22,Brazilian,Arrows,British,Circuit Gilles Villeneuve,Canada,Pedro Diniz
1997,7,1997-06-15,15,0.0,11,15,1960-09-17,British,Arrows,British,Circuit Gilles Villeneuve,Canada,Damon Hill
1995,6,1995-06-11,11,3.0,1,11,1966-09-02,French,Ligier,French,Circuit Gilles Villeneuve,Canada,Olivier Panis
1994,6,1994-06-12,19,0.0,12,19,1966-09-02,French,Ligier,French,Circuit Gilles Villeneuve,Canada,Olivier Panis
1995,6,1995-06-11,14,0.0,4,14,1959-06-01,British,Ligier,French,Circuit Gilles Villeneuve,Canada,Martin Brundle
1994,6,1994-06-12,24,0.0,13,24,1964-08-24,French,Ligier,French,Circuit Gilles Villeneuve,Canada,Éric Bernard
1997,7,1997-06-15,14,0.0,6,14,1972-03-04,Dutch,Tyrrell,British,Circuit Gilles Villeneuve,Canada,Jos Verstappen
1997,7,1997-06-15,17,0.0,5,17,1966-11-30,Finnish,Tyrrell,British,Circuit Gilles Villeneuve,Canada,Mika Salo
1995,6,1995-06-11,15,0.0,11,15,1966-11-30,Finnish,Tyrrell,British,Circuit Gilles Villeneuve,Canada,Mika Salo
1995,6,1995-06-11,16,0.0,5,16,1963-05-29,Japanese,Tyrrell,British,Circuit Gilles Villeneuve,Canada,Ukyo Katayama
1994,6,1994-06-12,9,0.0,3,9,1963-05-29,Japanese,Tyrrell,British,Circuit Gilles Villeneuve,Canada,Ukyo Katayama
1994,6,1994-06-12,13,0.0,20,13,1966-04-08,British,Tyrrell,British,Circuit Gilles Villeneuve,Canada,Mark Blundell
1995,6,1995-06-11,13,1.0,11,13,1968-01-13,Italian,Footwork,British,Circuit Gilles Villeneuve,Canada,Gianni Morbidelli
1994,6,1994-06-12,11,0.0,7,11,1968-01-13,Italian,Footwork,British,Circuit Gilles Villeneuve,Canada,Gianni Morbidelli
1995,6,1995-06-11,22,0.0,12,22,1963-09-05,Japanese,Footwork,British,Circuit Gilles Villeneuve,Canada,Taki Inoue
1994,6,1994-06-12,16,0.0,2,16,1971-01-18,Brazilian,Footwork,British,Circuit Gilles Villeneuve,Canada,Christian Fittipaldi
1994,6,1994-06-12,25,0.0,14,25,1965-09-05,Australian,Simtek,British,Circuit Gilles Villeneuve,Canada,David Brabham
1994,6,1994-06-12,17,0.0,11,17,1964-06-25,British,Team Lotus,British,Circuit Gilles Villeneuve,Canada,Johnny Herbert
1994,6,1994-06-12,23,0.0,17,23,1966-10-23,Italian,Team Lotus,British,Circuit Gilles Villeneuve,Canada,Alessandro Zanardi
1995,6,1995-06-11,21,0.0,6,21,1964-05-30,Italian,Pacific,British,Circuit Gilles Villeneuve,Canada,Andrea Montermini
1995,6,1995-06-11,20,0.0,84,20,1962-12-23,Belgian,Pacific,British,Circuit Gilles Villeneuve,Canada,Bertrand Gachot
1994,6,1994-06-12,26,0.0,51,26,1962-12-23,Belgian,Pacific,British,Circuit Gilles Villeneuve,Canada,Bertrand Gachot
1994,6,1994-06-12,21,0.0,8,21,1963-09-28,French,Larrousse,French,Circuit Gilles Villeneuve,Canada,Érik Comas
1994,6,1994-06-12,22,0.0,5,22,1969-11-23,Monegasque,Larrousse,French,Circuit Gilles Villeneuve,Canada,Olivier Beretta
2019,7,2019-06-09,15,0.0,11,16,1990-01-26,Mexican,Racing Point,British,Circuit Gilles Villeneuve,Canada,Sergio Pérez
2019,7,2019-06-09,17,2.0,11,18,1998-10-29,Canadian,Racing Point,British,Circuit Gilles Villeneuve,Canada,Lance Stroll
2015,7,2015-06-07,17,0.0,14,19,1991-06-28,British,Manor Marussia,British,Circuit Gilles Villeneuve,Canada,Will Stevens
2015,7,2015-06-07,16,0.0,31,18,1991-03-22,Spanish,Manor Marussia,British,Circuit Gilles Villeneuve,Canada,Roberto Merhi
2016,7,2016-06-12,17,0.0,12,18,1994-10-18,German,Manor Marussia,British,Circuit Gilles Villeneuve,Canada,Pascal Wehrlein
2016,7,2016-06-12,19,0.0,12,21,1993-01-22,Indonesian,Manor Marussia,British,Circuit Gilles Villeneuve,Canada,Rio Haryanto
2008,8,2008-06-22,16,0.0,4,17,1980-01-19,British,Honda,Japanese,Circuit de Nevers Magny-Cours,France,Jenson Button
2007,8,2007-07-01,12,1.0,1,12,1980-01-19,British,Honda,Japanese,Circuit de Nevers Magny-Cours,France,Jenson Button
2006,11,2006-07-16,17,0.0,39,19,1980-01-19,British,Honda,Japanese,Circuit de Nevers Magny-Cours,France,Jenson Button
2008,8,2008-06-22,20,0.0,11,18,1972-05-23,Brazilian,Honda,Japanese,Circuit de Nevers Magny-Cours,France,Rubens Barrichello
2007,8,2007-07-01,13,0.0,11,13,1972-05-23,Brazilian,Honda,Japanese,Circuit de Nevers Magny-Cours,France,Rubens Barrichello
2006,11,2006-07-16,13,0.0,5,14,1972-05-23,Brazilian,Honda,Japanese,Circuit de Nevers Magny-Cours,France,Rubens Barrichello
2005,10,2005-07-03,7,5.0,11,8,1980-01-19,British,BAR,British,Circuit de Nevers Magny-Cours,France,Jenson Button
2004,10,2004-07-04,4,4.0,1,4,1980-01-19,British,BAR,British,Circuit de Nevers Magny-Cours,France,Jenson Button
2003,10,2003-07-06,14,0.0,74,14,1980-01-19,British,BAR,British,Circuit de Nevers Magny-Cours,France,Jenson Button
2005,10,2005-07-03,4,0.0,11,5,1977-01-28,Japanese,BAR,British,Circuit de Nevers Magny-Cours,France,Takuma Sato
2004,10,2004-07-04,7,0.0,5,7,1977-01-28,Japanese,BAR,British,Circuit de Nevers Magny-Cours,France,Takuma Sato
2003,10,2003-07-06,12,0.0,11,12,1971-04-09,Canadian,BAR,British,Circuit de Nevers Magny-Cours,France,Jacques Villeneuve
2004,10,2004-07-04,5,5.0,1,5,1974-07-13,Italian,Renault,French,Circuit de Nevers Magny-Cours,France,Jarno Trulli
2003,10,2003-07-06,6,0.0,5,6,1974-07-13,Italian,Renault,French,Circuit de Nevers Magny-Cours,France,Jarno Trulli
2008,8,2008-06-22,3,1.0,1,4,1981-07-29,Spanish,Renault,French,Circuit de Nevers Magny-Cours,France,Fernando Alonso
2006,11,2006-07-16,3,8.0,1,3,1981-07-29,Spanish,Renault,French,Circuit de Nevers Magny-Cours,France,Fernando Alonso
2005,10,2005-07-03,1,10.0,1,1,1981-07-29,Spanish,Renault,French,Circuit de Nevers Magny-Cours,France,Fernando Alonso
2004,10,2004-07-04,1,8.0,1,1,1981-07-29,Spanish,Renault,French,Circuit de Nevers Magny-Cours,France,Fernando Alonso
2003,10,2003-07-06,7,0.0,5,7,1981-07-29,Spanish,Renault,French,Circuit de Nevers Magny-Cours,France,Fernando Alonso
2007,8,2007-07-01,5,3.0,1,5,1973-01-14,Italian,Renault,French,Circuit de Nevers Magny-Cours,France,Giancarlo Fisichella
2006,11,2006-07-16,7,3.0,1,7,1973-01-14,Italian,Renault,French,Circuit de Nevers Magny-Cours,France,Giancarlo Fisichella
2005,10,2005-07-03,6,3.0,11,7,1973-01-14,Italian,Renault,French,Circuit de Nevers Magny-Cours,France,Giancarlo Fisichella
